Sample	proteinfold-avg_pLDDT
LOKIASV2_2682_ESMFold_hypothetical_protein.pdb	34.12
LOKIASV2_2683_ESMFold_hypothetical_protein.pdb	68.91
LOKIASV2_2684_ESMFold_MFS_transporter.pdb	90.57
LOKIASV2_2685_ESMFold_phosphotransferase.pdb	94.49
LOKIASV2_2686_ESMFold_hypothetical_protein.pdb	85.24
LOKIASV2_2687_ESMFold_ABC_transporter_ATP-binding_protein.pdb	91.57
LOKIASV2_2688_ESMFold_hypothetical_protein.pdb	93.59
LOKIASV2_2689_ESMFold_hypothetical_protein.pdb	65.19
LOKIASV2_2690_ESMFold_hypothetical_protein.pdb	77.16
LOKIASV2_2691_ESMFold_hypothetical_protein.pdb	77.4
LOKIASV2_2692_AF2_hypothetical_protein.pdb	71.6
LOKIASV2_2693_ESMFold_hypothetical_protein.pdb	83.1
LOKIASV2_2694_ESMFold_hypothetical_protein.pdb	88.03
LOKIASV2_2695_ESMFold_aldehyde_ferredoxin_oxidoreductase_family_protein.pdb	91.68
LOKIASV2_2696_ESMFold_hypothetical_protein.pdb	84.23
LOKIASV2_2697_ESMFold_hypothetical_protein.pdb	51.65
LOKIASV2_2698_ESMFold_hypothetical_protein.pdb	47.8
LOKIASV2_2699_ESMFold_hypothetical_protein.pdb	85.66
LOKIASV2_2700_ESMFold_hydrogenase_iron-sulfur_subunit.pdb	77.17
LOKIASV2_2701_ESMFold_H-2-:CoB-CoM_heterodisulfide_ferredoxin_reductase_subunit_HdrA.pdb	92.35
LOKIASV2_2702_ESMFold_CoB--CoM_heterodisulfide_reductase_subunit_C.pdb	79.02
LOKIASV2_2703_ESMFold_hypothetical_protein.pdb	81.79
LOKIASV2_2704_ESMFold_hypothetical_protein.pdb	52.42
LOKIASV2_2705_ESMFold_hypothetical_protein.pdb	72.11
LOKIASV2_2706_ESMFold_hypothetical_protein.pdb	71.65
LOKIASV2_2707_ESMFold_hypothetical_protein.pdb	78.33
LOKIASV2_2708_ESMFold_hypothetical_protein.pdb	94.02
LOKIASV2_2709_ESMFold_hypothetical_protein.pdb	72.68
LOKIASV2_2710_ESMFold_ketol-acid_reductoisomerase.pdb	90.04
LOKIASV2_2711_ESMFold_ketol-acid_reductoisomerase.pdb	92.01
LOKIASV2_2712_ESMFold_hypothetical_protein.pdb	88.76
LOKIASV2_2713_ESMFold_hypothetical_protein.pdb	80.35
LOKIASV2_2714_ESMFold_hypothetical_protein.pdb	74.89
LOKIASV2_2715_ESMFold_hypothetical_protein.pdb	44.56
LOKIASV2_2716_ESMFold_hypothetical_protein.pdb	72.72
LOKIASV2_2717_ESMFold_transglutaminase_family_protein.pdb	88.37
LOKIASV2_2718_ESMFold_aldehyde_ferredoxin_oxidoreductase.pdb	85.8
LOKIASV2_2719_ESMFold_hypothetical_protein.pdb	80.93
LOKIASV2_2720_ESMFold_hypothetical_protein.pdb	77.02
LOKIASV2_2721_ESMFold_hypothetical_protein.pdb	74.53
LOKIASV2_2722_ESMFold_SDR_family_oxidoreductase.pdb	96.69
LOKIASV2_2723_ESMFold_hypothetical_protein.pdb	60.61
LOKIASV2_2724_ESMFold_hypothetical_protein.pdb	88.49
LOKIASV2_2725_ESMFold_hypothetical_protein.pdb	46.01
LOKIASV2_2726_ESMFold_VOC_family_protein.pdb	80.63
LOKIASV2_2727_ESMFold_NUDIX_hydrolase.pdb	78.09
LOKIASV2_2728_ESMFold_hypothetical_protein.pdb	69.33
LOKIASV2_2729_ESMFold_YccF_domain-containing_protein.pdb	86.77
LOKIASV2_2730_ESMFold_hypothetical_protein.pdb	78.73
LOKIASV2_2731_ESMFold_aspartate-glutamate_racemase_family_protein.pdb	94.85
LOKIASV2_2732_ESMFold_hypothetical_protein.pdb	88.56
LOKIASV2_2733_ESMFold_hypothetical_protein.pdb	83.83
LOKIASV2_2734_ESMFold_DUF354_domain-containing_protein.pdb	88.74
LOKIASV2_2735_ESMFold_ketopantoate_reductase_family_protein.pdb	93.02
LOKIASV2_2736_ESMFold_hypothetical_protein.pdb	87.47
LOKIASV2_2737_AF2_hypothetical_protein.pdb	69.75
LOKIASV2_2738_ESMFold_hypothetical_protein.pdb	84.4
LOKIASV2_2739_ESMFold_hypothetical_protein.pdb	78.84
LOKIASV2_2740_ESMFold_hypothetical_protein.pdb	65.32
LOKIASV2_2741_ESMFold_hypothetical_protein.pdb	46.29
LOKIASV2_2742_ESMFold_hypothetical_protein.pdb	90.71
LOKIASV2_2743_ESMFold_hypothetical_protein.pdb	70.89
LOKIASV2_2744_ESMFold_RNA-guided_endonuclease_TnpB_family_protein.pdb	90.48
LOKIASV2_2745_ESMFold_hypothetical_protein.pdb	84.99
LOKIASV2_2746_ESMFold_hypothetical_protein.pdb	91.72
LOKIASV2_2747_ESMFold_hypothetical_protein.pdb	88.89
LOKIASV2_2748_ESMFold_hypothetical_protein.pdb	83.48
LOKIASV2_2749_ESMFold_hypothetical_protein.pdb	70.43
LOKIASV2_2750_ESMFold_hypothetical_protein.pdb	84.89
LOKIASV2_2751_ESMFold_hypothetical_protein.pdb	46.95
LOKIASV2_2752_ESMFold_hypothetical_protein.pdb	87.18
LOKIASV2_2753_ESMFold_DUF3368_domain-containing_protein.pdb	84.4
LOKIASV2_2754_ESMFold_hypothetical_protein.pdb	82.19
LOKIASV2_2755_ESMFold_hypothetical_protein.pdb	61.18
LOKIASV2_2756_ESMFold_hypothetical_protein.pdb	60.0
LOKIASV2_2757_ESMFold_hypothetical_protein.pdb	34.34
LOKIASV2_2758_ESMFold_hypothetical_protein.pdb	71.33
LOKIASV2_2759_ESMFold_hypothetical_protein.pdb	47.67
LOKIASV2_2760_ESMFold_hypothetical_protein.pdb	77.71
LOKIASV2_2761_ESMFold_hypothetical_protein.pdb	77.8
LOKIASV2_2762_ESMFold_hypothetical_protein.pdb	46.09
LOKIASV2_2763_ESMFold_hypothetical_protein.pdb	56.8
LOKIASV2_2764_ESMFold_hypothetical_protein.pdb	53.94
LOKIASV2_2765_ESMFold_hypothetical_protein.pdb	56.81
LOKIASV2_2766_ESMFold_hypothetical_protein.pdb	64.47
LOKIASV2_2767_ESMFold_hypothetical_protein.pdb	86.05
LOKIASV2_2768_ESMFold_hypothetical_protein.pdb	39.97
LOKIASV2_2769_ESMFold_hypothetical_protein.pdb	79.31
LOKIASV2_2770_ESMFold_hypothetical_protein.pdb	79.68
LOKIASV2_2771_ESMFold_hypothetical_protein.pdb	68.67
LOKIASV2_2772_ESMFold_hypothetical_protein.pdb	79.45
LOKIASV2_2773_AF2_hypothetical_protein.pdb	80.41
LOKIASV2_2774_ESMFold_hypothetical_protein.pdb	34.24
LOKIASV2_2775_ESMFold_hypothetical_protein.pdb	51.97
LOKIASV2_2776_ESMFold_hypothetical_protein.pdb	65.06
LOKIASV2_2777_ESMFold_hypothetical_protein.pdb	72.19
LOKIASV2_2778_ESMFold_4Fe-4S_single_cluster_domain-containing_protein.pdb	88.03
LOKIASV2_2779_ESMFold_AAA_family_ATPase.pdb	91.43
LOKIASV2_2780_ESMFold_hypothetical_protein.pdb	82.32
LOKIASV2_2781_ESMFold_hypothetical_protein.pdb	50.86
LOKIASV2_2782_ESMFold_hypothetical_protein.pdb	84.17
LOKIASV2_2783_ESMFold_hypothetical_protein.pdb	87.15
LOKIASV2_2784_ESMFold_hypothetical_protein.pdb	39.77
LOKIASV2_2785_ESMFold_hypothetical_protein.pdb	70.42
LOKIASV2_2786_ESMFold_hypothetical_protein.pdb	86.51
LOKIASV2_2787_ESMFold_hypothetical_protein.pdb	86.3
LOKIASV2_2788_ESMFold_hypothetical_protein.pdb	74.32
LOKIASV2_2789_ESMFold_hypothetical_protein.pdb	73.8
LOKIASV2_2790_ESMFold_hypothetical_protein.pdb	81.47
LOKIASV2_2791_ESMFold_hypothetical_protein.pdb	77.9
LOKIASV2_2792_ESMFold_hypothetical_protein.pdb	86.2
LOKIASV2_2793_ESMFold_hypothetical_protein.pdb	38.22
LOKIASV2_2794_ESMFold_hypothetical_protein.pdb	43.65
LOKIASV2_2795_ESMFold_hypothetical_protein.pdb	65.61
LOKIASV2_2796_ESMFold_hypothetical_protein.pdb	82.4
LOKIASV2_2797_ESMFold_hypothetical_protein.pdb	52.75
LOKIASV2_2798_ESMFold_hypothetical_protein.pdb	84.99
LOKIASV2_2799_ESMFold_hypothetical_protein.pdb	57.86
LOKIASV2_2800_ESMFold_hypothetical_protein.pdb	51.84
LOKIASV2_2801_ESMFold_hypothetical_protein.pdb	48.84
LOKIASV2_2802_ESMFold_hypothetical_protein.pdb	62.76
LOKIASV2_2803_AF2_DEAD-DEAH_box_helicase.pdb	79.81
LOKIASV2_2804_AF2_hypothetical_protein.pdb	86.71
LOKIASV2_2805_ESMFold_hypothetical_protein.pdb	49.66
LOKIASV2_2806_ESMFold_hypothetical_protein.pdb	76.28
LOKIASV2_2807_ESMFold_hypothetical_protein.pdb	36.31
LOKIASV2_2808_ESMFold_hypothetical_protein.pdb	34.24
LOKIASV2_2809_ESMFold_hypothetical_protein.pdb	92.01
LOKIASV2_2810_ESMFold_hypothetical_protein.pdb	46.83
LOKIASV2_2811_ESMFold_hypothetical_protein.pdb	48.39
LOKIASV2_2812_ESMFold_hypothetical_protein.pdb	89.35
LOKIASV2_2813_ESMFold_hypothetical_protein.pdb	51.81
LOKIASV2_2814_ESMFold_hypothetical_protein.pdb	86.24
LOKIASV2_2815_ESMFold_hypothetical_protein.pdb	68.66
LOKIASV2_2816_ESMFold_hypothetical_protein.pdb	87.93
LOKIASV2_2817_ESMFold_hypothetical_protein.pdb	47.64
LOKIASV2_2818_ESMFold_hypothetical_protein.pdb	85.44
LOKIASV2_2819_ESMFold_hypothetical_protein.pdb	81.83
LOKIASV2_2820_ESMFold_hypothetical_protein.pdb	84.5
LOKIASV2_2821_ESMFold_hypothetical_protein.pdb	50.88
LOKIASV2_2822_ESMFold_hypothetical_protein.pdb	79.37
LOKIASV2_2823_ESMFold_RNA-guided_endonuclease_TnpB_family_protein.pdb	90.67
LOKIASV2_2824_ESMFold_IS200-IS605_family_transposase.pdb	74.05
LOKIASV2_2825_ESMFold_serine_hydrolase.pdb	85.74
LOKIASV2_2826_ESMFold_N-A.pdb	94.64
LOKIASV2_2827_ESMFold_glycine_C-acetyltransferase.pdb	73.79
LOKIASV2_2828_ESMFold_hypothetical_protein.pdb	92.55
LOKIASV2_2829_ESMFold_hypothetical_protein.pdb	89.67
LOKIASV2_2830_ESMFold_dipeptide_epimerase.pdb	86.98
LOKIASV2_2831_ESMFold_hypothetical_protein.pdb	88.05
LOKIASV2_2832_ESMFold_hypothetical_protein.pdb	91.8
LOKIASV2_2833_ESMFold_hypothetical_protein.pdb	74.82
LOKIASV2_2834_ESMFold_hypothetical_protein.pdb	87.58
LOKIASV2_2835_ESMFold_hypothetical_protein.pdb	51.65
LOKIASV2_2836_ESMFold_hypothetical_protein.pdb	68.06
LOKIASV2_2837_ESMFold_hypothetical_protein.pdb	73.95
LOKIASV2_2838_ESMFold_hypothetical_protein.pdb	79.09
LOKIASV2_2839_AF2_hypothetical_protein.pdb	82.33
LOKIASV2_2840_ESMFold_hypothetical_protein.pdb	90.34
LOKIASV2_2841_AF2_hypothetical_protein.pdb	47.04
LOKIASV2_2842_AF2_hypothetical_protein.pdb	89.16
LOKIASV2_2843_ESMFold_hypothetical_protein.pdb	73.01
LOKIASV2_2844_ESMFold_hypothetical_protein.pdb	90.19
LOKIASV2_2845_ESMFold_hypothetical_protein.pdb	54.53
LOKIASV2_2846_ESMFold_hypothetical_protein.pdb	36.06
LOKIASV2_2847_ESMFold_hypothetical_protein.pdb	89.54
LOKIASV2_2848_ESMFold_hypothetical_protein.pdb	66.74
LOKIASV2_2849_ESMFold_hypothetical_protein.pdb	75.19
LOKIASV2_2850_ESMFold_hypothetical_protein.pdb	65.03
LOKIASV2_2851_ESMFold_nickel-responsive_transcriptional_regulator_NikR.pdb	69.16
LOKIASV2_2852_ESMFold_sugar_phosphate_nucleotidyltransferase.pdb	89.89
LOKIASV2_2853_ESMFold_phosphotransferase.pdb	93.94
LOKIASV2_2854_ESMFold_amidohydrolase_family_protein.pdb	90.12
LOKIASV2_2855_ESMFold_enoyl-CoA_hydratase-related_protein.pdb	73.9
LOKIASV2_2856_ESMFold_class_I_adenylate-forming_enzyme_family_protein.pdb	93.41
LOKIASV2_2857_ESMFold_dipeptide_epimerase.pdb	89.45
LOKIASV2_2858_ESMFold_3-keto-5-aminohexanoate_cleavage_protein.pdb	82.8
LOKIASV2_2859_ESMFold_hypothetical_protein.pdb	89.27
LOKIASV2_2860_ESMFold_hypothetical_protein.pdb	88.57
LOKIASV2_2861_ESMFold_hypothetical_protein.pdb	78.93
LOKIASV2_2862_ESMFold_electron_transport_complex_subunit_RsxC.pdb	91.26
LOKIASV2_2863_ESMFold_hypothetical_protein.pdb	79.38
LOKIASV2_2864_ESMFold_hypothetical_protein.pdb	86.58
LOKIASV2_2865_ESMFold_glycoside_hydrolase_family_3_C-terminal_domain-containing_protein.pdb	91.02
LOKIASV2_2866_ESMFold_hypothetical_protein.pdb	93.18
LOKIASV2_2867_ESMFold_inositol_2-dehydrogenase.pdb	86.92
LOKIASV2_2868_ESMFold_myo-inosose-2_dehydratase.pdb	91.35
LOKIASV2_2869_ESMFold_3D--3-5-4--trihydroxycyclohexane-1-2-dione_acylhydrolase_-decyclizing-.pdb	88.82
LOKIASV2_2870_ESMFold_5-deoxy-glucuronate_isomerase.pdb	87.32
LOKIASV2_2871_ESMFold_DegT-DnrJ-EryC1-StrS_family_aminotransferase.pdb	75.84
LOKIASV2_2872_ESMFold_Lrp-AsnC_family_transcriptional_regulator.pdb	85.21
LOKIASV2_2873_ESMFold_hypothetical_protein.pdb	73.23
LOKIASV2_2874_ESMFold_MFS_transporter.pdb	94.02
LOKIASV2_2875_ESMFold_PfkB_family_carbohydrate_kinase.pdb	91.1
LOKIASV2_2876_ESMFold_CoA-acylating_methylmalonate-semialdehyde_dehydrogenase.pdb	92.11
LOKIASV2_2877_ESMFold_hypothetical_protein.pdb	91.83
LOKIASV2_2878_ESMFold_hypothetical_protein.pdb	70.61
LOKIASV2_2879_ESMFold_hypothetical_protein.pdb	72.5
LOKIASV2_2880_ESMFold_hypothetical_protein.pdb	87.57
LOKIASV2_2881_ESMFold_hypothetical_protein.pdb	61.69
LOKIASV2_2882_ESMFold_hypothetical_protein.pdb	91.35
LOKIASV2_2883_ESMFold_RimK_family_alpha-L-glutamate_ligase.pdb	92.51
LOKIASV2_2884_ESMFold_hypothetical_protein.pdb	69.22
LOKIASV2_2885_ESMFold_YeiH_family_protein.pdb	88.7
LOKIASV2_2886_ESMFold_hypothetical_protein.pdb	89.95
LOKIASV2_2887_ESMFold_mutanobactin_A_system_ABC_transporter_ATP-binding_subunit_MubX.pdb	95.18
LOKIASV2_2888_ESMFold_hypothetical_protein.pdb	91.85
LOKIASV2_2889_ESMFold_hypothetical_protein.pdb	80.96
LOKIASV2_2890_ESMFold_hypothetical_protein.pdb	55.67
LOKIASV2_2891_ESMFold_DUF433_domain-containing_protein.pdb	85.19
LOKIASV2_2892_ESMFold_hypothetical_protein.pdb	77.67
LOKIASV2_2893_ESMFold_hypothetical_protein.pdb	70.47
LOKIASV2_2894_ESMFold_hypothetical_protein.pdb	60.34
LOKIASV2_2895_ESMFold_hypothetical_protein.pdb	85.85
LOKIASV2_2896_ESMFold_hypothetical_protein.pdb	79.59
LOKIASV2_2897_ESMFold_alpha-beta_hydrolase.pdb	87.92
LOKIASV2_2898_ESMFold_hypothetical_protein.pdb	83.65
LOKIASV2_2899_ESMFold_hypothetical_protein.pdb	86.46
LOKIASV2_2900_AF2_glycoside_hydrolase_family_31_protein.pdb	88.94
LOKIASV2_2901_ESMFold_hypothetical_protein.pdb	74.45
LOKIASV2_2902_ESMFold_DJ-1-PfpI_family_protein.pdb	93.14
LOKIASV2_2903_ESMFold_hypothetical_protein.pdb	73.74
LOKIASV2_2904_ESMFold_site-specific_DNA-methyltransferase.pdb	70.09
LOKIASV2_2905_ESMFold_hypothetical_protein.pdb	61.6
LOKIASV2_2906_ESMFold_RNA-guided_endonuclease_TnpB_family_protein.pdb	90.93
LOKIASV2_2907_ESMFold_hypothetical_protein.pdb	76.74
LOKIASV2_2908_ESMFold_hypothetical_protein.pdb	85.87
LOKIASV2_2909_ESMFold_inorganic_phosphate_transporter.pdb	92.71
LOKIASV2_2910_ESMFold_hypothetical_protein.pdb	95.09
LOKIASV2_2911_ESMFold_hypothetical_protein.pdb	86.41
LOKIASV2_2912_ESMFold_cysteine_desulfurase_family_protein.pdb	80.7
LOKIASV2_2913_ESMFold_hypothetical_protein.pdb	88.2
LOKIASV2_2914_ESMFold_sulfurtransferase_TusA_family_protein.pdb	84.12
LOKIASV2_2915_ESMFold_N-A.pdb	85.69
LOKIASV2_2916_ESMFold_alkane_1-monooxygenase.pdb	93.67
LOKIASV2_2917_ESMFold_hypothetical_protein.pdb	75.94
LOKIASV2_2918_ESMFold_alpha-glucosidase-alpha-galactosidase.pdb	83.03
LOKIASV2_2919_ESMFold_hypothetical_protein.pdb	50.02
LOKIASV2_2920_ESMFold_hypothetical_protein.pdb	86.51
LOKIASV2_2921_ESMFold_hypothetical_protein.pdb	84.52
LOKIASV2_2922_ESMFold_hypothetical_protein.pdb	41.01
LOKIASV2_2923_ESMFold_hypothetical_protein.pdb	94.83
LOKIASV2_2924_ESMFold_hypothetical_protein.pdb	62.89
LOKIASV2_2925_ESMFold_TIM_barrel_protein.pdb	82.97
LOKIASV2_2926_ESMFold_ribulose-phosphate_3-epimerase.pdb	94.35
LOKIASV2_2927_ESMFold_xylulokinase.pdb	92.75
LOKIASV2_2928_ESMFold_hypothetical_protein.pdb	55.87
LOKIASV2_2929_ESMFold_hypothetical_protein.pdb	47.64
LOKIASV2_2930_ESMFold_glycoside_hydrolase_family_3_C-terminal_domain-containing_protein.pdb	92.63
LOKIASV2_2931_ESMFold_hydrogenase_formation_protein_HypD.pdb	94.14
LOKIASV2_2932_ESMFold_hypothetical_protein.pdb	84.48
LOKIASV2_2933_ESMFold_hydrogenase_expression-formation_protein_HypE.pdb	83.86
LOKIASV2_2934_ESMFold_carbamoyltransferase_HypF.pdb	90.64
LOKIASV2_2935_ESMFold_response_regulator.pdb	86.4
LOKIASV2_2936_ESMFold_HypC-HybG-HupF_family_hydrogenase_formation_chaperone.pdb	82.91
LOKIASV2_2937_ESMFold_hypothetical_protein.pdb	71.59
LOKIASV2_2938_ESMFold_Ni-Fe_hydrogenase_subunit_alpha.pdb	89.52
LOKIASV2_2939_ESMFold_CoB--CoM_heterodisulfide_reductase_subunit_B.pdb	94.15
LOKIASV2_2940_ESMFold_CoB--CoM_heterodisulfide_reductase_subunit_C.pdb	75.67
LOKIASV2_2941_ESMFold_hypothetical_protein.pdb	59.51
LOKIASV2_2942_ESMFold_hypothetical_protein.pdb	81.55
LOKIASV2_2943_ESMFold_CoA-transferase_subunit_beta.pdb	88.36
LOKIASV2_2944_ESMFold_CoA_transferase.pdb	83.7
LOKIASV2_2945_ESMFold_MFS_transporter.pdb	93.12
LOKIASV2_2946_ESMFold_stress_response_translation_initiation_inhibitor_YciH.pdb	73.61
LOKIASV2_2947_ESMFold_hypothetical_protein.pdb	58.23
LOKIASV2_2948_ESMFold_hypothetical_protein.pdb	82.75
LOKIASV2_2949_ESMFold_hypothetical_protein.pdb	46.61
LOKIASV2_2950_ESMFold_hypothetical_protein.pdb	58.91
LOKIASV2_2951_ESMFold_hypothetical_protein.pdb	74.54
LOKIASV2_2952_ESMFold_NAD-P--dependent_oxidoreductase.pdb	96.48
LOKIASV2_2953_ESMFold_DUF4037_domain-containing_protein.pdb	80.75
LOKIASV2_2954_ESMFold_hypothetical_protein.pdb	65.15
LOKIASV2_2955_ESMFold_ABC_transporter_ATP-binding_protein.pdb	92.3
LOKIASV2_2956_ESMFold_ABC_transporter_permease.pdb	87.08
LOKIASV2_2957_ESMFold_hypothetical_protein.pdb	85.47
LOKIASV2_2958_ESMFold_hypothetical_protein.pdb	68.44
LOKIASV2_2959_AF2_hypothetical_protein.pdb	69.06
LOKIASV2_2960_ESMFold_hypothetical_protein.pdb	68.77
LOKIASV2_2961_ESMFold_hypothetical_protein.pdb	84.07
LOKIASV2_2962_ESMFold_hypothetical_protein.pdb	90.89
LOKIASV2_2963_ESMFold_long-chain-fatty-acid--CoA_ligase.pdb	88.58
LOKIASV2_2964_ESMFold_tyrosine_recombinase_XerC.pdb	93.8
LOKIASV2_2965_ESMFold_DNA-3-methyladenine_glycosylase.pdb	95.93
LOKIASV2_2966_ESMFold_secondary_thiamine-phosphate_synthase_enzyme_YjbQ.pdb	90.29
LOKIASV2_2967_ESMFold_deoxyguanosinetriphosphate_triphosphohydrolase.pdb	81.37
LOKIASV2_2968_ESMFold_hypothetical_protein.pdb	80.38
LOKIASV2_2969_ESMFold_hypothetical_protein.pdb	82.24
LOKIASV2_2970_ESMFold_MFS_transporter.pdb	88.03
LOKIASV2_2971_ESMFold_hypothetical_protein.pdb	81.71
LOKIASV2_2972_ESMFold_hypothetical_protein.pdb	88.49
LOKIASV2_2973_ESMFold_hemolysin_III_family_protein.pdb	91.48
LOKIASV2_2974_ESMFold_hypothetical_protein.pdb	73.76
LOKIASV2_2975_ESMFold_hypothetical_protein.pdb	81.71
LOKIASV2_2976_ESMFold_glycyl-radical_enzyme_activating_protein.pdb	87.62
LOKIASV2_2977_ESMFold_formate_C-acetyltransferase-glycerol_dehydratase_family_glycyl_radical_enzyme.pdb	74.34
LOKIASV2_2978_ESMFold_hypothetical_protein.pdb	54.03
LOKIASV2_2979_ESMFold_ABC_transporter_ATP-binding_protein.pdb	90.38
LOKIASV2_2980_ESMFold_ABC_transporter_ATP-binding_protein.pdb	92.4
LOKIASV2_2981_ESMFold_radical_SAM_protein.pdb	92.29
LOKIASV2_2982_ESMFold_hypothetical_protein.pdb	33.59
LOKIASV2_2983_ESMFold_hypothetical_protein.pdb	84.79
LOKIASV2_2984_ESMFold_ABC_transporter_permease.pdb	89.59
LOKIASV2_2985_ESMFold_hypothetical_protein.pdb	84.39
LOKIASV2_2986_ESMFold_hypothetical_protein.pdb	94.41
LOKIASV2_2987_ESMFold_hypothetical_protein.pdb	34.71
LOKIASV2_2988_ESMFold_hypothetical_protein.pdb	67.63
LOKIASV2_2989_ESMFold_hypothetical_protein.pdb	84.47
LOKIASV2_2990_ESMFold_hypothetical_protein.pdb	86.44
LOKIASV2_2991_ESMFold_hypothetical_protein.pdb	51.19
LOKIASV2_2992_ESMFold_hypothetical_protein.pdb	82.91
LOKIASV2_2993_ESMFold_hypothetical_protein.pdb	89.59
LOKIASV2_2994_ESMFold_uroporphyrinogen_decarboxylase_family_protein.pdb	95.94
LOKIASV2_2995_ESMFold_cobalamin-dependent_protein.pdb	92.61
LOKIASV2_2996_ESMFold_hypothetical_protein.pdb	69.97
LOKIASV2_2997_ESMFold_hypothetical_protein.pdb	85.89
LOKIASV2_2998_ESMFold_hypothetical_protein.pdb	58.24
LOKIASV2_2999_ESMFold_hypothetical_protein.pdb	82.3
LOKIASV2_3000_ESMFold_hypothetical_protein.pdb	92.22
LOKIASV2_3001_ESMFold_TetR-AcrR_family_transcriptional_regulator.pdb	91.01
LOKIASV2_3002_ESMFold_hypothetical_protein.pdb	63.62
LOKIASV2_3003_ESMFold_hypothetical_protein.pdb	81.09
LOKIASV2_3004_AF2_hypothetical_protein.pdb	72.85
LOKIASV2_3005_ESMFold_MFS_transporter.pdb	89.77
LOKIASV2_3006_ESMFold_alpha-beta_fold_hydrolase.pdb	84.46
LOKIASV2_3007_ESMFold_hypothetical_protein.pdb	81.77
LOKIASV2_3008_ESMFold_hypothetical_protein.pdb	93.11
LOKIASV2_3009_ESMFold_Rab_family_GTPase.pdb	92.94
LOKIASV2_3010_ESMFold_hypothetical_protein.pdb	70.8
LOKIASV2_3011_ESMFold_hypothetical_protein.pdb	56.19
LOKIASV2_3012_ESMFold_MFS_transporter.pdb	90.61
LOKIASV2_3013_ESMFold_OFA_family_MFS_transporter.pdb	90.74
LOKIASV2_3014_ESMFold_hypothetical_protein.pdb	41.27
LOKIASV2_3015_ESMFold_hypothetical_protein.pdb	79.9
LOKIASV2_3016_ESMFold_hypothetical_protein.pdb	84.12
LOKIASV2_3017_ESMFold_hypothetical_protein.pdb	86.37
LOKIASV2_3018_ESMFold_YbhB-YbcL_family_Raf_kinase_inhibitor-like_protein.pdb	89.97
LOKIASV2_3019_ESMFold_cold-shock_protein.pdb	79.98
LOKIASV2_3020_ESMFold_hypothetical_protein.pdb	48.74
LOKIASV2_3021_ESMFold_hypothetical_protein.pdb	76.99
LOKIASV2_3022_ESMFold_SLC45_family_MFS_transporter.pdb	85.73
LOKIASV2_3023_ESMFold_NAD-dependent_protein_deacetylase.pdb	93.86
LOKIASV2_3024_ESMFold_hypothetical_protein.pdb	84.66
LOKIASV2_3025_ESMFold_hypothetical_protein.pdb	82.17
LOKIASV2_3026_ESMFold_hypothetical_protein.pdb	44.52
LOKIASV2_3027_ESMFold_hypothetical_protein.pdb	87.72
LOKIASV2_3028_ESMFold_hypothetical_protein.pdb	89.87
LOKIASV2_3029_ESMFold_ABC_transporter_ATP-binding_protein.pdb	91.1
LOKIASV2_3030_ESMFold_hypothetical_protein.pdb	80.16
LOKIASV2_3031_ESMFold_hypothetical_protein.pdb	72.31
LOKIASV2_3032_ESMFold_hypothetical_protein.pdb	82.94
LOKIASV2_3033_ESMFold_hypothetical_protein.pdb	75.75
LOKIASV2_3034_ESMFold_histone_family_protein.pdb	83.82
LOKIASV2_3035_ESMFold_hypothetical_protein.pdb	83.88
LOKIASV2_3036_ESMFold_glycoside_hydrolase_family_2_TIM_barrel-domain_containing_protein.pdb	84.71
LOKIASV2_3037_AF2_leucine--tRNA_ligase.pdb	92.38
LOKIASV2_3038_ESMFold_hypothetical_protein.pdb	50.16
LOKIASV2_3039_ESMFold_hypothetical_protein.pdb	85.79
LOKIASV2_3040_ESMFold_hypothetical_protein.pdb	71.89
LOKIASV2_3041_ESMFold_hypothetical_protein.pdb	42.65
LOKIASV2_3042_ESMFold_hypothetical_protein.pdb	72.06
LOKIASV2_3043_ESMFold_metallophosphoesterase.pdb	86.62
LOKIASV2_3044_ESMFold_N-A.pdb	92.02
LOKIASV2_3045_ESMFold_hypothetical_protein.pdb	83.23
LOKIASV2_3046_ESMFold_3-oxoacyl-ACP_reductase_FabG.pdb	93.42
LOKIASV2_3047_ESMFold_hypothetical_protein.pdb	88.51
LOKIASV2_3048_ESMFold_hypothetical_protein.pdb	71.1
LOKIASV2_3049_ESMFold_hypothetical_protein.pdb	43.62
LOKIASV2_3050_ESMFold_hypothetical_protein.pdb	77.87
LOKIASV2_3051_ESMFold_hypothetical_protein.pdb	71.86
LOKIASV2_3052_ESMFold_hypothetical_protein.pdb	54.02
LOKIASV2_3053_ESMFold_hypothetical_protein.pdb	80.45
LOKIASV2_3054_ESMFold_hypothetical_protein.pdb	85.72
LOKIASV2_3055_ESMFold_hypothetical_protein.pdb	91.8
LOKIASV2_3056_ESMFold_site-2_protease_family_protein.pdb	92.59
LOKIASV2_3057_AF2_hypothetical_protein.pdb	61.47
LOKIASV2_3058_ESMFold_hypothetical_protein.pdb	85.91
LOKIASV2_3059_ESMFold_hypothetical_protein.pdb	79.19
LOKIASV2_3060_ESMFold_hypothetical_protein.pdb	70.91
LOKIASV2_3061_ESMFold_DUF6512_family_protein.pdb	84.09
LOKIASV2_3062_ESMFold_hypothetical_protein.pdb	72.08
LOKIASV2_3063_ESMFold_hypothetical_protein.pdb	75.4
LOKIASV2_3064_AF2_hypothetical_protein.pdb	61.54
LOKIASV2_3065_ESMFold_hypothetical_protein.pdb	57.72
